,sentence1,sentence2,label
2092,A small of sold for.,A small of made.,1
2093,"As an active of the, he was called to in 1941 . Although did not see active, he did not return from until of 1945.",was of the.,0
2094,"Other, such as, and, are also dependent on the.",depend on the.,0
2095,"() - has presented the struggling One with a's while warning them not to become a laughing .``It would be a to say here were very angry, but these same are also very determined to react ,""the quoted him as saying after a 2-1/2 in on .``I brought with me a's to make that we have to tackle this with, and made the that I don't want to find us on some of after each ,""he added.",is the of and.,1
2096,", the pro-Aristide of, said he had been told that the will go to, and to against the of ,'s first democratically elected",is the of.,1
2097,"The must be approved by's of and the of of the of, the for in the.",The of's of still needs to ratify the - as does's of.,0
2098,"hit their lowest in five, with light, sweet for at $63 on the, the lowest since 5.",$ 63.,0
2099,"By clicking here, you can return to the.",here to go back to the.,0
2100,"When she was barely 20 old, got her first large of international . Already a of the smaller, she decided to shoot higher . With a great of, she performed in of of of at the 1998 in, . Her, the & flavored``en""( and), placed fourth and gave her their highest at since their last in 1975 . No Dutch after her has been able to place similarly.",is a Dutch.,0
2101,"Two aboard' 140-passenger (8 and 9) will take you to the wind-swept of the in the, where cartoon-faced horned and tufted.",The are located in the.,0
2102,"The three nearest to, all less than an's, are: Big in , 18, near, and, near.",Highway 18 is located in.,1
2103,"Then came the of who started camping out near's this, led by a who lost her in the and on to the.","has also arrived in, as has, another who has lost her in and a in",1
2104,"'s was published 15, and hit one on's Top on 18 ., the hit the one on The . The is not for in or, and the has reported that British to the are buying of the to bring back . makes some controversial in the, including that is second in at the of, and that was the of and's.",is married to.,1
2105,"The``Free"", which made its with this, was accused last by of's``Real with""of being``but free"". said he was asked by to appear on the . But when he asked if he could talk about,``that was a from the"". Instead, he said they would send over a of``acceptable"". has since responded in an e-mail to saying that,``was never told that he couldn't discuss in a Free ,""and added,``In, has already addressed and we expect will in the . ''",Free is a of the.,0
2106,"South Korean asked the of and () to investigate arising about the's to the of a South Korean in who was later killed by, according to.",asked the to kidnap a South Korean in.,1
2107,"Besides producing this, the also nourishes the largest of forest left on . of the remaining was in the and had consumed about 10 of it, an twice the of.",The is a vast in.,1
2108,The continued to grow through much of the 20th.,"The continued to grow, but its deteriorated.",1
2109,", 15, was sentenced to and ordered to serve at least 12-and-a-half behind for the on 17 last . , 26, from, was killed as she made her from a out with in the of . She suffered serious and later died in . A at the High in told that the took into his and guilty . The was 14 when he carried out the and is believed to be one of the youngest convicted in to be given a.",is the of.,0
2110,"Next is the 50th of the, an that wouldn't have been possible without the . The hope to raise enough to sail the to for the big.",50th of lasts a.,1
2111,"A 15ft (4.5) northern bottle-nosed has been spotted in the in, . The ``""managed to swim up past the and under many, reaching as far as before it turned around just before . scrambled to provide live of the, and many lined the of the . The is said to be looking healthy, although some that the may beach itself as it tried to do before forced it back into the of the . Normally found in the, there have been of a second near.",The flows through.,0
2112,",--,'s``to the""who provides to help of fight by starting, has won the.",won the for.,0
2113,'s is the oldest in.,"In the, the .'s and the red-brick known as the from the medieval.",1
2114,"As a late by the out, have done a poor at getting their own small through even though they control both and the.",control both and the.,0
2115,"said that the hope to help's elected, , from hiding and resume his as of the.",hope to help in the for of.,1
2116,All in non-emergency and of who were evacuated as a of the initial have been authorized to return to.,evacuated.,1
2117,"\"" The""( 1923) is a of a small-town, (played by) who comes to to be in the . This, produced by, followed earlier about the and also paved the for later about, such as's ``""( 1928).","\"" The""was produced by.",0
2118,"on disposed of its remaining and last non-UK retail with the () of the, , to, a private.",.,0
2119,"The outlawed political in, , called, on, in the Autonomous to boycott the to ban it.",'s for the of a parliament.,0
2120,"The will announce the of 12-year on, leaving as the . 1.",The announced that they will release the 33-year-old.,1
2121,"4 , 2005, . With more than of the 3.3 million counted in the legislative, the has a considerable over interim's which trails with approximately 17 of the current.",The first free in were held in 2005.,1
2122,Hawkins is the 21-year-old from.,is's 21-year-old.,0
2123,"to the underground at the is via a from the, excavated at a and connecting numerous.",is a.,0
2124,Chicago-based has already scrubbed three in 2006 that had been booked by.,'s is in.,1
2125,"\"" I will take a brief with some after and then I will go on at a ,"", reading from a brief, told.",said he plans to take a brief after and later to a.,0
2126,do come into with quite often.,.,0
2127,"However, were more inclined weakening, as the plunged to its lowest since 1998, after foreign interpreted made by visiting to mean that is not opposed to a weak Japanese.",The of the has been opposed.,1
2128,"said had``shown again their to defy the and take in the democratic"".",holds the of.,0
2129,", who was travelling to for an EU-Japan, will consult with other by later this in an to find an agreed to of the European.",found an about a to the of European.,1
2130,"other were working at the nearby at the of the, although it is unclear if any of those were affected . of die in each in .'s comes just one after 19 were killed in a in the in, and one after the largest in recent killed 214, in, Liaoning.",Liaoning is in.,0
2131,has presided over three of almost zero in the and an that has remained stubbornly above four million.,More than four million have remained stubbornly unemployed in the last three.,1
2132,"and are to let sell of their new - and have asked the go to .""While we celebrate the of the of our, we recognize that 2 million born every in the developing on the first of their . These can be saved, but only if around the make it a ,""the said, in a joint.",and have a.,0
2133,", a four-time, died last in at 96.",", who won four, died last aged 96.",0
2134,", . for with a small of hazardous crashed and exploded shortly after.",is located in.,0
2135,"On 1 , 1990, during a, dons an experimental flying that had been delivered to with 2 . Unlike, who flew untethered with a similar, the Soviet remains attached to the with a, since there is no to pick him up in of an.",shuttle with the.,1
2136,Six in were freed.,"The four Jordanian, kidnapped about a ago, were freed.",1
2137,"In 1979, the very first of appeared in . of the that had never been seen prior to 1979, but is now considered more deadly than the bubonic, continued to surface in and, almost exclusively in homosexual.",in.,1
2138,"of human seem to directly repair some of the caused by spinal, according to that helped partially paralyzed again.","and used fetal neural, a that are slightly more developed than embryonic because they're destined to make for the central nervous.",1
2139,works recovered: said that they have recovered stolen by the late worth more than $1 million .'s are still missing.,"of of were recovered, including by.",1
2140,"Alternately known as, emotional and brilliant, the could be a formidable in the of.",is the of the.,1
2141,"in say parliamentary will be delayed until next . correspondent in reports the says the is due to the of and in that broke out last after's . Chief says the originally scheduled for 8 are being postponed and will be held next .``The will now be held on 18th , 2008 instead of 8th 2008 ,""he said.",is a in.,0
2142,"As his cheered, told in the of that he wants``to work to create some more new in the""and would use the to start a to produce inexpensive yet nutritious for poor and set up an to treat impoverished.",wants to start a.,0
2143,"The resulted in greatly improved financial, ,, and military, but consistently refused to address the of over the.",continues to refuse to discuss.,0
2144,"said they would behead, a 33-year-old, within 24 unless to dispatch of South Korean to were abandoned.",kidnapped in,0
2145,"broke her by writing a the published on . Her lengthy recounted two , 30 and 12, she gave to a federal grand seeking on the of the . The described the as one that relied heavily on her given to special between her first and second.",works for the.,0
2146,It found that in aged 18 to 44 increased in the by 13 between 1999 and 2002.,rose 13 in three.,0
2147,"The solar is much more complicated now, say, than in 1930 when added to the of wandering circling the.",was discovered by.,0
2148,"was arrested on 2 outside a local, and is being held without . that after they arrived, she first assaulted an then attempted to bribe him by offering to perform a on him . Only two earlier she had pleaded no to of and possessing . If she is convicted of all the new, she could be imprisoned for up to 11, which would mean she would have the still in . earlier pled not guilty to all.","once reached the of ``"".",1
2149,"and the's former chief financial, , were sentenced, on, to up to 25 in.","Two former of, , have been sentenced to up to 25 in for stealing more than $150m () from the.",1
2150,"One after approved a massive in its of, is asking for more.",approved for one.,1
2151,", 77, who tried to assassinate in 1975 was paroled from in this . tried to assassinate outside of the in downtown on 15, by firing one, which missed because a grabbed's just before she fired the . The missed hitting in the by.",is no longer in.,0
2152,"Sweden-based () said it will reduce by 8,600 as of its ``"". The will cut 3,000 directly and eliminate 5,600 by divesting, reducing the by 40 to 14,000 . The comes after posted of 6.32 billion Swedish in 2008 . The is also to sell airBaltic and and its in, ,, , and . is to be sold for . The intends to switch to concentrating on its Nordic.",European are cutting.,0
2153,"In late 2006, accused the's of having offered her political for in 2001, and then said he had been the of her youngest . She said the same of's close and, , and accused him of and sexual . She also said that, who had been's, had tried to induce a by giving her a labour-inducing called.",is no longer the of and.,1
2154,"A has died after riding the at's in, . The, identified as , 44 from, was given after being pulled off the unconscious, and was taken in an to, where he was pronounced dead . had no external of, and are investigating to determine whether or not may have had any pre-existing medical . An is to be performed on the, but have not yet been released.",is in.,0
2155,"Total with the thermal came down to 9.6 million on 3 , 2003 from 11 million on 1 , 2002.",.,1
2156,"between the and its continued past a amid that the could be closed within . Its, The, said it would file a with the on that it would shut the if there was no on . The want the to agree to $20m () in saving . for are expected to be a sticking, with the saying they are not negotiable.",The is owned by The.,0
2157,", is a Spanish political . After joining what was then the Spanish', became its secretary-general and revived it from the into which it had fallen under.",is the of.,1
2158,"Hunting is now banned throughout Maldivian . The has made the Indian archipelago the first in the to outlaw the . have plummeted in the in recent because a significant of target for their lucrative, which are used in shark-fin, a Asian . Once its have been cut off, the is often returned to the where it suffocates over many painful.","Due to the decreasing of, have banned the of.",0
2159,", 22, said he posted the 55-second, which shows a sawing against his, on an online file-sharing in.",said he filmed his own in a's to show how the could be fooled.,1
2160,"Accompanied by and the of Scottish, a plain was returned to this past.",A was returned by a Scottish.,1
2161,", the European, made it clear, on, that he would oppose unwarranted political to remove: the of, engulfed in over his of.",works for the of.,0
2162,"The has filed a civil against () () alleging that the``violated federal and""by``illegally discharging""more than 200,000 crude during two in 2006 on's in . previously pleaded guilty to one of criminal in illegally discharging the and paid $20 million in . As a of the, the was filed saying that they``failed""to prepare for such a by implementing``certain [sic""as the requires.",is situated in.,1
2163,'s was identified only as an in.,is an based in.,1
2164,"\"" That wasn't too successful, but then 'WarGames ,' which was successful, came out right when I won the for' in 1983.","The ``""was shot in 1983.",1
2165,"In 1997, paid out $51.6 billion for.",cover.,0
2166,"won best in a for ``"", and won best in a for``. ''",won best for``. '',0
2167,"On 14 , 2008, an for an Egyptian named was tackled by after he threw his at former during a in . had made a last to to sign a new brokered by and the ducked as the flying zipped past him, barely missing the now former.",A threw a at the.,1
2168,The once required to clear 80 of their in two to win.,"Before the late 1980's some even gave and to and slashing, , and exploiting the forest.",1
2169,"In an with the, , of and executive of The of the, said that does not want to do any, including The, with in the .``I do not want to make a with who is suing me . It will never happen during my .""`` I don't care about anymore . He wants to have another $100 million or $50 million, whatever he's suing us for ,""said.",wants to work with.,1
2170,"was taken to, where nurse said he was treated for.",is employed at.,0
2171,was being treated with``and . '',was being treated as a.,1
2172,"'s, , approved this as the's first to honor.",Yoko is's.,0
2173,"At a low-key, and British agreed to bury all outstanding caused by the'.",The between and the about the lasted a long.,1
2174,"Rather than deterring, actually increases the of in.",is a to.,1
2175,"By buying local, and its informal cultivated under Soviet that may help to smooth any future east.",used.,1
2176,"The made by, regarding the of, do not in any reflect the of the, said in a.",' drew a quick from the' and the's.,1
2177,"The identified five of the as, four of whom lived in and held allowing them to move about.","They included Palestinian of east, who carry allowing them free in.",0
2178,"South African, the main in's, said on that is heightening its in the West African to pave the for later this.",is located in.,1
2179,"Rising and have made many feel more wealthy and have helped to support, a key of the's good.",A long of low and low for has especially encouraged in.,1
2180,votes as of the 25 punished their for from high to involvement in.,of the 25 are punished by their for.,1
2181,knows he killed and that he is also a . During the '92 admitted twice on``who shot...I know the is fascinated with this but...'',was killed in 1992.,1
2182,"of has urged all 70 attending a on's to help the succeed . She told at the one-day in The that the international there had been``undermanned and underfunded""over recent . Among the to offer has been foe . The comes after the announced a major on its . The, called by the, comes amid widespread that not enough has been made since the US-led in 2001 . for is being sought beyond the mainly-Western which have there.",is the of.,0
2183,", 4 88 - The of a questioning's, is reportedly the of the carried out by the pro-Castro Of, which kidnapped several honorary, , and political.",The Of are of.,0
2184,"Preliminary from the of (), released 15 2005 by the for, indicate and in among between 1992 and 2003 . The nationally representative among 16 and older found the over-all average and remained relatively unchanged, but quantitative improved 8 (on a of 500 .) among were mixed, with and scoring significantly higher than Hispanic or; in particular had sharp in and (-9 and -8, respectively) and quantitative remained unchanged with 50 of scoring at less than basic.",The of is a held by the for.,0
2185,"(), headquartered in, , is responsible for the, and of all and in the.",is based in.,0
2186,", a tabloid from the reported an anonymous to be an to between and . The rumoured would be a radical in the of has done and has said it will continue to do (it is assumed that with the higher would be the). has previously shown no to engage in retail outside the, and has only expanded internationally in its and with certain.",is one of the.,1
2187,"Born in 1946, into a many of whose belonged to liberal, studied English at . She is now of at, a, the of Palestinian and.",is a Palestinian.,1
2188,"concludes that, as practiced by, would be the most immediately effective for reducing since it is done before are sexually active.",It is incorrect to assert that prevents.,1
2189,"The 500,000 eligible, are likely to reward's () in the 18 parliamentary, for its anti-Iraq and pro-Muslim.",belongs to the.,0
2190,A who served in the of in the has been sentenced to in for sexually abusing a.,gets in,0
2191,"The requires that comply with on, public and other fiscal by the of 1997 if they are to qualify for taking in the of a new, single European in 1999.",The single was introduced in 1999.,0
2192,", of murdered, has plastered the small German of with.",Yoko was's.,0
2193,"'s, , gave, to, in, said the's Angeles-based ,.",is the of.,0
2194,"was found shot dead on in a at her of in the Russian ,.",was murdered.,0
2195,"Strong was given to, recycling and, while (dam) was rejected on the that there would not be sufficient to fill any new.",life-threatening.,1
2196,", once a of in and the's top, has been split in two since a failed against in 2002, pitting from the Muslim-dominated against the Christian-populated.",is located in.,0
2197,The common of did little to prevent the from slaughtering fellow in the 19th under Prussian.,19 are.,1
2198,The of and say they have agreed to work together to try to find a peaceful to their long-running.,debates border with.,0
2199,"Two ago, became the first to operate a commercially, when inaugurated a 30-kilometer-long between and the's.",is commercially used.,0
2200,The' in the 2006 means at the in the and.,won the 2006.,0
2201,The last elected eight for the international tribunal that will try those accused of and other in former since 1991.,11 in the were sworn in at the.,1
2202,"Although most crossed into in to shop and see, Palestinian say that the recent enabled to bring and into.",Egyptian and Palestinian failed repeatedly in to end the and to close the.,1
2203,"After the, I met up with a, : senior of for the mobile.",is an of.,0
2204,"A affected by flooding in 2007 has been named's of the for 2008 . The in's was in a``semi""when it was purchased in 2001 . After it was re-opened in 2002 by and, quickly picked up and the has been awarded's local of the for the past four . The won the despite six of a and a ago when the's cellar and were affected by the of the and the nearby . The also received's of the in 2004 and 2007.",The is situated in.,0
2205,"'s came on the of the of the last of parliamentary, which saw a of led by, of former of, a of.",was elected of.,1
2206,"A suspected of stealing a million-dollar of of ancient and in 11 ago was arrested at his, where he had been hiding the.",A suspected of stealing a million-dollar of and in was arrested.,0
2207,"Between 1978 and 1982 , 32 acknowledged the medical and attempted to make available, but remains a federal . Among the where is legally used for medical are, ,, ,, and.","In the, can legally have 32 of in their.",1
2208,"The ecological stem in large from the that the brackish and productive coastal and natural are often supplied with nutrient-rich, sometimes from . The and its suffer similar since they lie around the of the large.",The is used for.,0
2209,"Also, five were killed and nine wounded in a, targeting their near , 150 north of, the said.",Three also died when their was attacked by near.,1
2210,"The has preferred to focus on endangered, rather than endangered . African are hunted down and stripped of and hidden by . Their in slumped from 1.2m to 600,000 in a until - the on in - banned the in.",The elephant was decimated by.,0
2211,"Alleged, killed, the of, shooting her five.",The of was murdered with a.,0
2212,offers fantastic and affordable for your.,is a.,1
2213,"The, on, ordered the of 30 million of crude from the's in to halt runaway triggered by.",The will release 30 million of crude from.,0
2214,"The of's last returned to his, ending more than a of . and his landed at a military in in a private and headed immediately for an with.",Italian returns.,0
2215,", 38, spent working as an exotic and striptease at but now she's a Catholic who describes herself a``for"". The Daily that, a lap turned nun is to perform a religious in of an of Catholic and . She swapped string and high for a's after a to the of in, a of for of in, in 2002.",is a.,0
2216,"In with, it is understood that has been retained by past or present or some of these.",is a of.,1
2217,US military are evacuating and of 72 other from at the of the.,evacuated.,0
2218,"If toxic containg is not disposed of properly, it may drain into, ,, and.",into are caused by bad of toxic containing.,0
2219,The would operate nonstop seven a and of cyanide each to leach the from crushed.,A weak is poured over it to pull the from the.,1
2220,"Even though the were dropped on 22 , 2006, his continues to provoke mixed of and among . On the other, as intended, the criminal brought international to of in . In his, he defined as :...what a creates when he shuts himself up in a, sits down at a, and retires to a to express his - that is, the of...When a shuts himself up in a for on, with this he suggests a single, a without a.",won a.,0
2221,"in are set to announce whether they will drop against . is widely expected to become the's next after later this . He is accused of, and in with an signed with western in 1999 . The 66-year-old denies the and says they are of a political . was first charged in 2005, but has yet to face.",is 66 old.,0
2222,"It would create an of and impoverished, deprived of basic, including English-language, necessary for the of immigrant into our and our.",are a of social.,0
2223,"The Argentinian made the out to be evil who ate their's . However instead of causing the Argentinian fight to the, it caused them to run away, the never saw more than token.",The come from.,1
2224,"sneaked a 1-0 over at, taking of's in the 81st.",lost to.,1
2225,"in reported that many Latin American are gearing up to face ``"".",South American are preparing for``'',0
2226,"When complete, over 2 million are expected to be displaced . After wiping out the least desirable, next in for are the illegal ``""and, according to the legal and bureaucratic that have been executed toward cleaning up's by lowering the of, which make up 62 of's.","200,000 have been demolished.",1
2227,"According to the Spanish daily, this of is prevalent in throughout the, but the of in is lower than the Spanish . The of the at 12 de ,'s, explained that the is very adaptable``and keeps on learning"". The of the dead, an named, was quoted as saying that the of the had at first been``tremendous"", and that he had even been taken off the, but that a few later he began to cough up, dying soon.",The Spanish is set in.,1
2228,", 2 () --'s new was questioned by on over several criminal, local reported . questioned the, who is suspected of, , and of, for over seven, and another is in the, said the .``answered all of the he was asked, and will continue to do so in the ,""his was quoted as saying.",is the of.,0
2229,A matching was discovered on the.,A matching was excavated from the.,1
2230,warns could be targeted for.,prime targeted for,1
2231,"The originated when , 21, .``,""a of the (`` do"") led other into the``morro""() to sell, , a local said . The is controlled by (), which does not approve of other selling in the . started attacking the rival of to protect their.",killed 11.,1
2232,"\"" It's a of that the is going to continue"", said . The also appears to be moving south . The Mexican is the latest that the that have swept during the past are gaining political . In, rose sharply, reacting to the and to new favorable to free-market presidential.",is a presidential.,0
2233,Two planted near an in killed eight and injured 42 in the latest of gripping the southern of.,42 killed in.,1
2234,"has received a of negative recently, including that it used illegal and made work without during, as well as that it generally underpays.",Wal-Mart faces for underpaying.,0
2235,surrounding's final at the 2004 turned violent when a stabbed her in the because she didn't want to watch the on.,A was stabbed because of a.,0
2236,"The 10-day-old``test-tube""elephant born at has found a, to the!",,0
2237,had announced that it will stop cooperating with completely but indicated that it will not ask for their.,"announced the complete in their with, and said also, that it will ask them to leave.",1
2238,", a from who was present at's funeral told the,``The of killed her, but they should know it will not derail from the we are on . We will continue on our ,""., a political who knew well told the that``did a good, she worked in a very low-key and worked hard to raise about's . ''",was with.,1
2239,attracted the of who founded in 1965 specifically to publish him.,is the of.,0
2240,"A said to be from al, claimed the had killed one and kidnapped another in.",A working in has been kidnapped after a in the same was shot dead.,0
2241,"The, reported by in and an American in, on, was a in the's hands-off to.","is pressing's to end of political and to form a new as soon as possible, US say.",1
2242,"This , 25 and 26, was a big in the for Canadian want a's . Canadian is a national that is organized by a Canadian for Canadian . The, greatly based on``,""has been on going for several . In the past have been know to have of of, however, this after taking a around the new it appears that were manageable . Having the at the [1 makes this easier said's . [2 have decided to change the the will``rock and roll . ''","\"" Canadian""is a for.",0
2243,"were growing last for the of a 'distressed' who has disappeared with her disabled nine-year-old ., whose include the, was last seen carrying cerebral as they left on . , 41, was said to have been devastated after splitting from her and, , earlier this . believe she became increasingly depressed after the . She is said to be in a vulnerable of' at the of her.",is a.,0
2244,"A recently created Danish is selling on the internet in to support the of the Colombian of () and the graphical of the for the of (). In the will be used by these to carry on their terrorist . include, ,, and the . and is selling the at 170 ($ 27.6), from which 35 ($ 5.7) are to be destinated to support both armed.",of teamed up with and.,0
2245,"South African, the main in's, said, on, that is heightening its in the West African in to pave the for later this.",is a of.,1
2246,"By 2010 the following have the potential to produce more than they have ever produced before: ,, ,, and.",produces more than any other.,1
2247,", a that tracks to, was sued by the for copyright on 14 , 2004, but has decided to mount a legal . The have set up a legal in to raise the $30,000 per they estimate will be necessary to cover legal . The was filed in a in on of - a major . The is of the to crack down on.",was sued for.,1
2248,"With hinting it might soften its tough to break the, top, , said the two needed to review the.",works for the.,0
2249,"who take any of the contaminated could suffer minor or possible to the and, the said, adding that the of serious was remote.",Contaminated could cause minor or possible to the and.,0
2250,"The currently in include a travel on senior, but has invited to a Franco-African in next, angering several.","angered a of, by inviting to attend a Franco-African in.",0
2251,"In was the of the and the of the of, the chief.",is in.,1
2252,"Now, , discussing his for, has vowed to find``a""for in our and said that, as of the economic, he would increase federal for by a third for the next two . has always been an expensive . Since the on began, the, the federal's main, with 4,000, has alone spent $105 billion . And other, , and have chipped in uncounted more.",The of the are in.,1
2253,"Last, native have snared and caught the (worcesteri or's) in, a cold and wind-swept in the, in, located between and, in . The rare, previously known to only through based on dead collected several ago, was identified in a filmed in the called . ''",is a rare from the.,0
2254,", who shared the 1.4 million with the that he founded 30 ago, pioneered the of``.""It allows very poor, who don't qualify for traditional, to get of as little as a few without . The' are the impoverished it supports.",founded the 30 ago.,0
2255,"of the concealed, that was made happen through of, asked.","undercover, posing as acting for, ask.",1
2256,"With $549 million in as of 30, can easily afford to make.",Some 30 million have been assigned to the's.,1
2257,are poorly represented in financed by.,are poorly represented in.,1
2258,"Confidential scriptural allegedly stolen from a were not ``""as defined by.",were stolen.,1
2259,"of of and attended a free, held on a linking the two . It was organized by to celebrate the of the diplomatic between, , and, and to further improve peaceful within the . The``Without""was staged atop the, which connects the Colombian of with the of del .``It would have been much more practical and simple to do it in a ,""told the,``but the is a of between all . And this is for, all the in and the as well . ''",is now with and.,1
2260,"The has achieved an unbelievable across the, not least because its marked the of what has since become the largest in.",produces the'.,1
2261,"Immediately after 1990, however, Swedish plummeted in another unique, and had fallen to 1.5 per in 1998 and in 1999 . This is the lowest in ever-although above the European.",is the European with the highest.,1
2262,"of are being deployed to secure the of, where is to hold with his Indonesian ,.",is scheduled to visit the of.,0
2263,said it may have to relocate a $30 million in the of an Environment that blocked it from a planned on the.,will locate a on the.,1
2264,"'s promulgated new on 14, including the of an independent electoral to oversee the presidential, which is slated for 30.",in will take on 14.,1
2265,"Also ruled out, for the, is any tie-up with a new of and former known as the, which garnered 8.7.",It seems unlikely that there will be a between's and's.,1
2266,"Fourteen and five remained ill and in when the arrived at, , according to a from, a of.",The is a of.,0
2267,"Addressing a organized here by the (), said, the greatest and most urgent of human in were in the of maternal and child, , child, and of and weaker.",takes of human.,1
2268,The said in a that``lasting cannot be achieved unless large find in which to break out of . '',The to help break out of.,1
2269,"were deployed at, near, after of a suspect entering the . There was that one of the may have been injured and sought at the . A had said``We are dealing with an at and we have armed deployed there . We cannot go in any further at this .""A confirmed that an had been sent to asking them to be on the for the . At 16:00 a for the confirmed that the was over, but armed returned to the 30 later to search the . have now also confirmed this is unrelated to the.",there has been an in the.,1
2270,The by was the latest in diplomatic with over about a violent against anti-government last.,Uzbekistan against.,1
2271,expressed on that will quit six-party nuclear and will bolster its nuclear.,have condemned for pulling out of.,1
2272,"have won notable in the against - and are still powerful - but has on its, and the against bacterial is by no over.",is winning the against.,1
2273,"The Norwegian printed an about the ``"".",is a Norwegian.,0
2274,exploded in two Turkish only before plays to a.,plays to suicide.,1
2275,"In, the of infected acquire by the they are in their 20s or 30s and, on, within ten.",20-30 of infected with live in.,1
2276,. He is to assume the of the later in the (the approves him on 22).,prime is elected.,1
2277,", of at the of (), has joined as its for and chief financial . succeeds, who left the last to become chief financial at the in ,.",The of () appoints as chief financial.,1
2278,"Japanese are now trying to build comprehensive independent in and, and.",There are that have split the of their and.,1
2279,", who sells at the, seven a, is a of and - of the extended that operates the.",is in with and.,0
2280,"He determined that there were 1,678 illegal cast in the, but he said had provided no real that illegal benefited.",Most of the illegal cast in the went to.,1
2281,"Fest:``In the of the""an starring as a wrongly convicted for an, won the for best at the.",The awards the Golden.,0
2282,"Announced early at's, in a to expand the's, Finland-based is developing a mobile similar to its, which will be available in the near for . The is expected to be available by 2008 . Most of the are the same as the's . They include, , and many other, even that the may not have . (in meaning ``"") will be the for more than 2 million and available for on the new . will be able to download wirelessly in their own or anywhere there is to a.",is a based in.,0
2283,"Australian (),, has to become the of for``.""Her new is expected to focus on . managing said that had lifted to``historically unprecedented"". However, came under during her for an overly conservative programming to major - notably a sluggish to of the 2004 Asian . She was criticised for refusing to interrupt regular to go to breaking.",works for.,0
2284,", whose 24-year-old, , died last in, started her antiwar along the in, , on 6, demanding to meet with the.",", whose was killed last in an in, left her, for to be with her, , who suffered a.",1
2285,", who was caught by his own in the, was charged with driving at more than 45km/h over the, had his automatically suspended for six and fined $1674 . It was reported by 2GB that it was as the who was caught by his own after the released a which did not name the who was caught.",was caught driving over the.,0
2286,"stated that during the involving the, two were injured.",Two were wounded by a.,0
2287,had announced that it will stop cooperating with completely but indicated that it will not ask for their.,"will end it's with, and wants them to leave.",1
2288,"The of, the African-based, could not have paid for a better for their of wildlife: a people-based to, which is slowly gaining in as come under ever greater from hungry, poor and angry local.",The African-based threatens the local.,1
2289,"The was carrying 152 from, returning after a in, said.","The was returning to the French of, from.",0
2290,"At least 58 are now dead as a of the recent in, and at least 20,000 in the have no to shelter . Five are also reported missing . The Yemeni has pledged to send to help the . The is caused by the recent heavy in, which came as a due to the that the only receives several of per.",caused in.,0
2291,"seemed ambivalent to the, saying``I would like to see it stay the, but it's their, and they don't need me dumping on it . If they could rent the whole by changing the, I guess they're going to do that, and they probably, from a responsible of, should . From a patriotic of, is it going to make any? ``.",The belongs to.,1
2292,"is helping precisely calculate the of the by providing accurate to, an important for calculating . Hubble measures the to neighboring by finding accurate``milepost ,""a special of pulsating called . These, in, are being used to calibrate more remote.",Hubble black.,1
2293,", for 3 on in has resigned amid the that he had verbally attacked a which resulted in him being admitted to hospital with a and a broken . has confirmed that they have accepted the of ., of the of, that runs, said:``We wish to acknowledge's significant as a, and thank him for his 17 of very loyal to . is a passionate, and he has been at the of some of's biggest . ''",is employed at.,0
2294,The's says frustrated British insist there have been several but there is no that the continued in reaching on a for the over all.,agree on.,1
2295,"who are deaf or have hearing, those who are blind or have, and those with may face unique in an . Their to detect a or escape its may be hindered by their . As a, with these are at a greater of or due to fire.",encounter in the social.,1
2296,"Meanwhile, in an exclusive with a, the first one-on-one given to a Western since his as of earlier this, attacked the ``""to bring the of's nuclear to the by the, , and.",is a of.,0
2297,"The took one last and dropped into the for, making Retief more than just the sole of at . 2.",managed a combined 25-over for the.,1
2298,The of was found by a after her returned to in.,'s was found by a after her returned to their covered in.,0
2299,"Canadian , 40, has reportedly cheated with Canadian . and his were in getting divorced and both have now reached a temporary in their, less than an before the was to be heard before's . is refusing to comment on the or say if she``wrecked""'s .``If it wasn't for my's with, we wouldn't be getting a ,""told the in an last .'s claimed that the former told her if she did not hire a he would give her $1 million in and a $1.5-million if she kept quiet about his with . If she contacted a, however, she``would get . ''",was married to.,0
2300,", at the, told the that chose to visit's.",works for the.,0
2301,"The and of raised $19.07 billion after pricing its initial public at $3.07 (39), the top of its indicative, to become the's biggest ever.",The of Japanese creates the's biggest.,1
2302,"has been a in for of, but has dwindled recently with only about half the annual 1,200 quota being killed each.",Seal-hunting.,1
2303,Military between the two have been governed officially by an imposed by on.,has maintained an.,0
2304,"As gather in ahead of this weekends regional, ,'s, is using an to win and promote his of 21st-century.",is a of.,0
2305,"will be released by the, a that upset the 33-year-old who started every for the the past three.","The are releasing, their.",0
2306,"vote for a, rather than a, and the left-of-center do not score as well in as Scharping himself.",is a of the.,1
2307,"Despite Chinese of, over the's have continued to rise.",There is a territorial dispute.,0
2308,The is not a.,is a to.,1
2309,"Among the fascinating in the are where the of was signed, and one of's principal of, The, located in.",The of is located in.,1
2310,"In keeping with our national, the of the was to further deploy our and tactical along the immediate, the, to prevent and deter the illegal and of into the at the itself.",are being taken to stop the of.,0
2311,"A front in's largest weekly, The, criticizes's ``""of the's ongoing anti-immigrant, and urges him to resign from .``Either he will not lead or he cannot lead . Whichever is the, the is the same: he must go ,""the reads .``And so we appeal to: Stand down in the of your . ''","\"" The""is the of the largest weekly in.",0
